product_name,year,month,us_city_average_retail_price
Oranges,1980,1,0.339
Oranges,1980,2,0.337
Oranges,1980,3,0.352
Oranges,1980,4,0.349
Oranges,1980,5,0.36
Oranges,1980,12,0.451
Oranges,1981,1,0.4
Oranges,1981,2,0.399
Oranges,1981,3,0.392
Oranges,1981,4,0.398
Oranges,1981,5,0.368
Oranges,1981,6,0.387
Oranges,1981,12,0.39
Oranges,1982,1,0.402
Oranges,1982,2,0.425
Oranges,1982,3,0.433
Oranges,1982,4,0.447
Oranges,1982,12,0.458
Oranges,1983,1,0.39
Oranges,1983,2,0.384
Oranges,1983,3,0.386
Oranges,1983,4,0.395
Oranges,1983,5,0.387
Oranges,1983,6,0.4
Oranges,1983,12,0.368
Oranges,1984,1,0.368
Oranges,1984,2,0.349
Oranges,1984,3,0.364
Oranges,1984,4,0.371
Oranges,1984,5,0.417
Oranges,1984,11,0.572
Oranges,1984,12,0.523
Oranges,1985,1,0.526
Oranges,1985,2,0.525
Oranges,1985,3,0.505
Oranges,1985,4,0.528
Oranges,1985,5,0.614
Oranges,1985,12,0.499
Oranges,1986,1,0.483
Oranges,1986,2,0.452
Oranges,1986,3,0.451
Oranges,1986,4,0.463
Oranges,1986,5,0.499
Oranges,1986,11,0.519
Oranges,1986,12,0.498
Oranges,1987,3,0.499
Oranges,1987,4,0.491
Oranges,1987,5,0.529
Oranges,1987,11,0.678
Oranges,1987,12,0.519
Oranges,1988,1,0.501
Oranges,1988,2,0.496
Oranges,1988,3,0.496
Oranges,1988,4,0.504
Oranges,1988,5,0.599
Oranges,1988,12,0.562
Oranges,1989,1,0.521
Oranges,1989,2,0.464
Oranges,1989,3,0.471
Oranges,1989,4,0.511
Oranges,1989,5,0.534
Oranges,1989,11,0.585
Oranges,1989,12,0.528
Oranges,1990,1,0.501
Oranges,1990,2,0.58
Oranges,1990,3,0.57
Oranges,1990,4,0.56
Oranges,1990,5,0.578
Oranges,1990,6,0.621
Oranges,1990,11,0.585
Oranges,1990,12,0.563
Oranges,1991,1,0.823
Oranges,1991,2,0.93
Oranges,1991,11,0.731
Oranges,1991,12,0.652
Oranges,1992,1,0.643
Oranges,1992,2,0.616
Oranges,1992,3,0.563
Oranges,1992,4,0.537
Oranges,1992,5,0.573
Oranges,1992,11,0.571
Oranges,1992,12,0.516
Oranges,1993,1,0.514
Oranges,1993,2,0.506
Oranges,1993,3,0.506
Oranges,1993,4,0.521
Oranges,1993,5,0.549
Oranges,1993,11,0.694
Oranges,1993,12,0.556
Oranges,1994,1,0.505
Oranges,1994,2,0.496
Oranges,1994,3,0.52
Oranges,1994,4,0.549
Oranges,1994,5,0.618
Oranges,1994,11,0.578
Oranges,1994,12,0.552
Oranges,1995,1,0.575
Oranges,1995,2,0.585
Oranges,1995,3,0.571
Oranges,1995,4,0.606
Oranges,1995,5,0.65
Oranges,1995,11,0.742
Oranges,1995,12,0.643
Oranges,1996,1,0.561
Oranges,1996,2,0.559
Oranges,1996,3,0.565
Oranges,1996,4,0.62
Oranges,1996,5,0.716
Oranges,1996,11,0.707
Oranges,1996,12,0.593
Oranges,1997,1,0.555
Oranges,1997,2,0.554
Oranges,1997,3,0.546
Oranges,1997,4,0.598
Oranges,1997,5,0.706
Oranges,1997,11,0.642
Oranges,1997,12,0.583
Oranges,1998,1,0.525
Oranges,1998,2,0.507
Oranges,1998,3,0.505
Oranges,1998,4,0.571
Oranges,1998,5,0.672
Oranges,1998,12,0.608
Oranges,1999,1,0.83
Oranges,1999,2,0.889
Oranges,1999,3,0.869
Oranges,1999,4,0.944
Oranges,1999,11,0.884
Oranges,1999,12,0.641
Oranges,2000,1,0.607
Oranges,2000,2,0.586
Oranges,2000,3,0.572
Oranges,2000,4,0.573
Oranges,2000,5,0.638
Oranges,2000,6,0.699
Oranges,2000,11,0.725
Oranges,2000,12,0.624
Oranges,2001,1,0.638
Oranges,2001,2,0.66
Oranges,2001,3,0.646
Oranges,2001,4,0.735
Oranges,2001,5,0.793
Oranges,2001,11,0.867
